id,text,x1,y1,x2,y2,src_x1,src_y1,src_x2,src_y2,tile,dup_of,fragment,surya_line,surya_conf,rotation,conflict
794,Hotel,4352,4543,4426,4611,4352,4543,4426,4611,r4c3@30,,,,,30,
128,15,4084,4547,4115,4576,4084,4547,4115,4576,r4c3,,,,,0,
761,19,4184,4562,4233,4610,4184,4562,4233,4610,r4c3@60,,,,,60,
748,B,4330,4567,4359,4597,4330,4567,4359,4597,r4c3@30,,,,,30,
745,11,3977,4568,4011,4602,3977,4568,4011,4602,r4c3@60,,,,,60,
116,16,4192,4573,4226,4604,4192,4573,4226,4604,r4c3,,,,,0,
717,HOTEL,4271,4584,4376,4693,4271,4584,4376,4693,r4c3@60,,,,,60,
105,C,4330,4584,4352,4608,4330,4584,4352,4608,r4c3,,,,,0,
401,D,4316,4625,4341,4651,4316,4625,4341,4651,r3c3,,,,,0,
624,1193,3828,4640,3895,4708,3828,4640,3895,4708,r4c3@60,,,,,60,
75,1199,3833,4651,3888,4684,3833,4651,3888,4684,r4c3,,,,,0,
424,posed Wharf.,2228,826,2468,1008,2228,826,2468,1008,r0c2,2261,1,,,0,
,Wharf.,2357,827,2476,919,2357,827,2476,919,r0c1@60,260,,,,60,
260,Wharf.,2367,829,2466,915,2367,829,2466,915,r0c1,424,1,,,0,
,Wharf.,2359,831,2471,916,2359,831,2471,916,r0c2@60,260,,,,60,
,B,2162,838,2296,964,2162,838,2296,964,r0c1@30,134,,,,30,
,B,2155,839,2303,974,2155,839,2303,974,r0c1@60,134,,,,60,
,B,2163,839,2297,965,2163,839,2297,965,r0c2@30,134,,,,30,
,B,2179,843,2298,957,2179,843,2298,957,r0c2@60,134,,,,60,
,B,2228,865,2289,940,2228,865,2289,940,r0c2,134,,,,0,
,Proposed,2167,866,2346,1071,2167,866,2346,1071,r0c1@30,159,,,,30,
159,Proposed,2180,906,2329,1029,2180,906,2329,1029,r0c1,2261,1,,,0,
2214,posed,2226,909,2342,994,2226,909,2342,994,r0c2@60,2261,1,,,60,
,Proposed,2172,910,2346,1036,2172,910,2346,1036,r0c1@60,159,,,,60,
,U,2369,919,2464,1008,2369,919,2464,1008,r0c1@60,257,,,,60,
,U,2371,919,2465,1006,2371,919,2465,1006,r0c2@60,257,,,,60,
,U,2371,930,2464,1014,2371,930,2464,1014,r0c1@30,257,,,,30,
,U,2373,930,2466,1014,2373,930,2466,1014,r0c2@30,257,,,,30,
,U,2375,935,2466,995,2375,935,2466,995,r0c2,257,,,,0,
,R,2523,980,2642,1094,2523,980,2642,1094,r0c1@60,169,,,,60,
,R,2524,982,2637,1091,2524,982,2637,1091,r0c2@60,169,,,,60,
,R,2527,982,2622,1070,2527,982,2622,1070,r0c1@30,169,,,,30,
,R,2527,984,2642,1083,2527,984,2642,1083,r0c2@30,169,,,,30,
,R,2536,1008,2630,1068,2536,1008,2630,1068,r0c1,169,,,,0,
,R,2693,1056,2804,1165,2693,1056,2804,1165,r0c2@60,111,,,,60,
,R,2693,1059,2804,1169,2693,1059,2804,1169,r1c2@60,111,,,,60,
,R,2696,1065,2802,1152,2696,1065,2802,1152,r0c2@30,111,,,,30,
,R,2696,1065,2803,1153,2696,1065,2803,1153,r1c2@30,111,,,,30,
,R,2695,1074,2801,1141,2695,1074,2801,1141,r1c2,111,,,,0,
