id,text,x1,y1,x2,y2,src_x1,src_y1,src_x2,src_y2,tile,dup_of,fragment,surya_line,surya_conf,rotation,conflict
634,36',2351,2474,2369,2511,4392,4621,4425,4689,r4c3,,,,,0,
192,x,2901,2475,2911,2485,5418,4622,5436,4641,r4c5,,,,,0,
150,Dmg,2384,2477,2422,2502,4452,4626,4524,4672,r4c4,,,,,0,
100,x,2456,2484,2468,2497,4587,4639,4610,4664,r4c4,,,,,0,
91,2,2975,2488,2990,2505,5555,4646,5584,4678,r4c5,,,,,0,
87,2,3001,2489,3014,2503,5606,4648,5629,4675,r4c5,,,,,0,
81,1,2023,2495,2034,2512,3779,4661,3799,4692,r4c3,,,,,0,
78,1/,2003,2497,2014,2515,3740,4664,3762,4697,r4c3,,,,,0,
149,305,2126,2497,2143,2543,3971,4664,4003,4750,r4c3,,,,,0,
58,1/2,1413,2507,1436,2526,2640,4682,2683,4718,r4c2,,,,,0,
54,406,3028,2509,3046,2554,5656,4687,5689,4770,r4c5,,,,,0,
695,W.Ho.,1611,2514,1650,2537,3009,4695,3082,4738,r4c3,,,,,0,
143,207,1580,2517,1602,2555,2951,4701,2993,4773,r4c2,,,,,0,
490,DOCK.,1117,2518,1205,2555,2086,4702,2251,4771,r4c1,,,,,0,
43,Dng,1977,2522,2017,2545,3693,4710,3766,4754,r4c3,,,,,0,
106,x,1872,2526,1881,2535,3497,4718,3514,4735,r4c3,,,,,0,
37,209,1450,2530,1469,2571,2709,4725,2743,4801,r4c2,,,,,0,
198,7,2666,2535,2701,2578,4980,4734,5045,4816,r4c4,,,,,0,
26,W.Ho,1395,2540,1448,2568,2605,4744,2704,4797,r4c2,,,,,0,
122,6,1864,2548,1896,2589,3481,4758,3541,4836,r4c3,,,,,0,
391,SHEDS,2727,2553,2780,2569,5093,4768,5192,4798,r4c4,,,,,0,
9,x,2026,2562,2035,2571,3783,4784,3801,4801,r4c3,,,,,0,
28,x,3004,2562,3012,2572,5610,4784,5626,4803,r4c5,,,,,0,
8,x,2002,2563,2011,2572,3739,4787,3756,4803,r4c3,,,,,0,
456,x,2792,2563,2805,2575,5214,4787,5238,4810,r4c4,,,,,0,
622,"lsborough,",438,2572,494,2968,818,4803,922,5543,r4c0,,,,,0,
1,x,1440,2581,1449,2591,2689,4821,2706,4840,r4c2,,,,,0,
457,10.8E.,2753,2583,2805,2601,5142,4824,5240,4859,r4c4,,,,,0,
107,1½,2095,2586,2118,2604,3912,4830,3956,4863,r4c3,,,,,0,
266,x,2716,2589,2728,2602,5073,4836,5095,4860,r4c4,,,,,0,
201,x,1618,2591,1628,2601,3021,4840,3040,4859,r4c2,,,,,0,
156,304,2129,2594,2146,2640,3976,4844,4007,4930,r4c3,,,,,0,
98,W.Ho,2066,2602,2113,2625,3859,4860,3945,4903,r4c3,,,,,0,
105,x,2108,2632,2117,2641,3937,4916,3954,4932,r4c3,,,,,0,
246,1½,1808,2644,1825,2658,3377,4939,3408,4965,r4c3,,,,,0,
421,1½,1735,2645,1758,2661,3241,4940,3283,4969,r4c3,,,,,0,
225,TANK.,2889,2655,2935,2669,5396,4959,5482,4985,r4c5,,,,,0,
34,TANK.,1964,2660,2010,2674,3669,4968,3753,4994,r4c3,,,,,0,
197,216,1609,2661,1627,2694,3004,4969,3039,5031,r4c2,,,,,0,
220,36,2354,2669,2372,2707,4396,4985,4431,5055,r4c4,,,,,0,
222,x,1816,2683,1823,2691,3392,5011,3405,5027,r4c3,,,,,0,
395,x,1745,2684,1754,2694,3260,5014,3276,5031,r4c3,,,,,0,
255,x,1638,2686,1649,2695,3059,5016,3080,5034,r4c2,,,,,0,
346,x,2843,2694,2854,2704,5310,5031,5330,5051,r4c5,,,,,0,
435,210'E,1729,2697,1769,2711,3230,5037,3304,5064,r4c3,,,,,0,
148,208,1476,2712,1499,2750,2757,5065,2801,5137,r4c2,,,,,0,
244,2,3006,2772,3024,2789,5614,5177,5647,5209,r4c5,,,,,0,
239,1,3045,2773,3055,2788,5687,5180,5706,5207,r4c5,,,,,0,
385,Mach's,2653,2780,2676,2846,4954,5191,4997,5315,r4c4,,,,,0,
335,Geri t 5.,2940,2794,3025,2824,5491,5219,5650,5275,r4c5,,,,,0,
405,Storg,2635,2795,2656,2856,4921,5220,4961,5335,r4c4,,,,,0,
357,404,3040,2795,3054,2835,5677,5220,5703,5295,r4c5,,,,,0,
343,Genit S.,2009,2802,2094,2827,3752,5233,3911,5280,r4c3,,,,,0,
556,2 Vac.,2751,2815,2789,2861,5138,5257,5208,5344,r4c5,,,,,0,
411,Vac.,2702,2818,2722,2858,5047,5263,5083,5338,r4c4,,,,,0,
422,Vac,1667,2845,1698,2864,3113,5313,3171,5349,r4c2,,,,,0,
406,x,3011,2846,3023,2856,5624,5315,5646,5335,r4c5,,,,,0,
699,1,2685,2847,2694,2863,5015,5318,5032,5348,r4c5,,,,,0,
442,x,2800,2850,2808,2859,5230,5323,5244,5339,r4c5,,,,,0,
432,12,2630,2853,2650,2868,4913,5328,4948,5356,r4c4,,,,,0,
581,x,2726,2853,2736,2862,5092,5328,5109,5345,r4c5,,,,,0,
425,x,2669,2855,2680,2866,4984,5332,5006,5352,r4c4,,,,,0,
446,2½,2003,2856,2030,2873,3742,5335,3791,5366,r4c3,,,,,0,
531,x,1695,2861,1705,2870,3167,5344,3184,5361,r4c3,,,,,0,
439,x,2108,2863,2118,2871,3937,5346,3956,5362,r4c3,,,,,0,
476,108,2764,2868,2798,2883,5162,5356,5227,5385,r4c4,,,,,0,
484,10'7,2695,2869,2730,2886,5033,5358,5099,5389,r4c4,,,,,0,
491,x,2633,2872,2671,2887,4918,5364,4989,5392,r4c4,,,,,0,
486,D.H.,2175,2874,2211,2890,4063,5368,4129,5397,r5c3,,,,,0,
487,105,2523,2874,2560,2891,4712,5368,4781,5399,r5c4,,,,,0,
479,104,2414,2876,2450,2893,4508,5371,4575,5403,r5c4,,,,,0,
485,x,3044,2876,3055,2886,5686,5372,5706,5391,r4c5,,,,,0,
471,102,1829,2879,1867,2894,3416,5377,3486,5406,r5c3,,,,,0,
472,103,2046,2879,2084,2895,3821,5377,3892,5407,r5c3,,,,,0,
511,101,1673,2883,1705,2896,3125,5385,3184,5409,r4c2,,,,,0,
426,TAMPA WHARF CO.,1201,2894,1446,2964,2243,5406,2702,5536,r5c2,,,,,0,
338,D.W.P,2489,2934,2547,2950,4649,5480,4756,5509,r5c4,,,,,0,
325,"6""W.P.",1924,2940,1991,2958,3594,5492,3719,5525,r5c3,,,,,0,
276,207,1523,2957,1542,3002,2845,5523,2881,5607,r5c2,,,,,0,
264,80',2938,2963,2963,3019,5487,5535,5534,5638,r5c5,,,,,0,
245,T.W. H.D.,1458,2971,1511,2997,2723,5549,2822,5598,r5c2,,,,,0,
429,SO,1731,2982,1755,3022,3233,5569,3277,5644,r5c3,,,,,0,
344,WASHINGTON,1771,2987,2141,3035,3307,5578,3999,5668,r5c3,,,,,0,
337,DOCK.,1235,3003,1324,3040,2306,5608,2472,5678,r5c2,,,,,0,
152,x,1506,3007,1517,3019,2813,5617,2834,5638,r5c2,,,,,0,
94,206,1465,3040,1483,3079,2736,5678,2770,5750,r5c2,,,,,0,
46,D.H.,3068,3069,3102,3085,5730,5731,5794,5761,r5c5,,,,,0,
458,"12""",2796,3082,2816,3092,5221,5756,5259,5776,r5c5,,,,,0,
369,116,2831,3095,2860,3110,5287,5780,5342,5809,r5c5,,,,,0,
191,117,2902,3095,2935,3109,5421,5780,5481,5807,r5c5,,,,,0,
59,118,2973,3095,3003,3109,5553,5780,5609,5807,r5c5,,,,,0,
21,1,1509,3096,1517,3109,2819,5782,2834,5807,r5c2,,,,,0,
22,"12""",3029,3096,3050,3107,5657,5783,5696,5803,r5c5,,,,,0,
45,205,1527,3102,1546,3143,2852,5793,2888,5870,r5c2,,,,,0,
397,115,2751,3102,2782,3117,5138,5793,5195,5822,r5c4,,,,,0,
55,112,2438,3103,2470,3121,4554,5796,4613,5829,r5c4,,,,,0,
166,114,2656,3103,2688,3119,4961,5796,5020,5825,r5c4,,,,,0,
14,113,2540,3104,2570,3119,4743,5797,4799,5826,r5c4,,,,,0,
24,OFF,1489,3112,1520,3131,2782,5813,2839,5847,r5c2,,,,,0,
12,111,2011,3112,2037,3127,3756,5813,3805,5840,r5c3,,,,,0,
128,110,1858,3114,1890,3128,3471,5816,3530,5842,r5c3,,,,,0,
396,109,1745,3115,1782,3130,3260,5817,3329,5846,r5c3,,,,,0,
117,01,2940,3122,2955,3134,5491,5832,5518,5853,r5c5,,,,,0,
83,2,2960,3122,2974,3138,5528,5832,5554,5860,r5c5,,,,,0,
418,2,2810,3123,2826,3140,5249,5833,5277,5865,r5c5,,,,,0,
251,2,2879,3123,2899,3140,5378,5833,5415,5865,r5c5,,,,,0,
194,Jewelry,2901,3132,2926,3205,5418,5850,5465,5985,r5c5,,,,,0,
60,Bank,2973,3132,3001,3197,5553,5850,5604,5971,r5c5,,,,,0,
366,Ch,2832,3135,2850,3162,5290,5856,5323,5906,r5c5,,,,,0,
440,9,1727,3138,1743,3154,3225,5860,3256,5891,r5c3,,,,,0,
568,x,1779,3140,1788,3149,3323,5865,3340,5882,r5c2,,,,,0,
0,x,1453,3143,1462,3153,2713,5870,2730,5889,r5c2,,,,,0,
27,x,1510,3143,1521,3153,2821,5870,2841,5889,r5c2,,,,,0,
101,1,1876,3148,1885,3162,3504,5879,3521,5906,r5c3,,,,,0,
416,Vac,1737,3152,1772,3174,3244,5888,3310,5928,r5c3,,,,,0,
460,x,2795,3155,2808,3166,5220,5893,5244,5913,r5c5,,,,,0,
23,"12""",3008,3174,3031,3187,5617,5928,5660,5952,r5c5,,,,,0,
193,3/1,2364,3176,2382,3212,4415,5932,4449,6000,r5c4,,,,,0,
19,204,1448,3180,1468,3215,2704,5939,2742,6005,r5c2,,,,,0,
18,"16""",3014,3187,3034,3199,5630,5952,5666,5975,r5c5,,,,,0,
352,DOCKS.,1228,3188,1249,3294,2293,5954,2333,6152,r5c2,,,,,0,
256,KITCHEN,1804,3199,1872,3215,3369,5975,3497,6004,r5c3,,,,,0,
50,1/2,1903,3220,1927,3241,3554,6014,3598,6054,r5c3,,,,,0,
103,x,1509,3268,1519,3278,2819,6104,2836,6123,r5c2,,,,,0,
130,TANK.,2930,3272,2981,3288,5472,6111,5567,6140,r5c5,,,,,0,
423,265,1701,3291,1719,3330,3176,6147,3211,6219,r5c2,,,,,0,
641,0,1903,3336,1917,3351,3554,6230,3580,6259,r6c3,,,,,0,
637,X,2000,3337,2014,3353,3736,6233,3762,6262,r6c3,,,,,0,
662,RCIAL COMP.,1222,3349,1251,3540,2283,6255,2337,6612,r5c2,,,,,0,
605,TAMPA COMMERCIAL COMP,1222,3356,1251,3759,2283,6267,2336,7020,r6c2,,,,,0,
368,3/3,2365,3357,2384,3395,4418,6269,4452,6341,r5c4,,,,,0,
590,X,1884,3366,1896,3376,3518,6287,3541,6306,r6c3,,,,,0,
584,X,2022,3367,2035,3379,3776,6289,3801,6310,r6c3,,,,,0,
463,1/2,1482,3414,1506,3432,2768,6375,2812,6410,r5c2,,,,,0,
524,8,2697,3415,2731,3459,5037,6378,5100,6459,r6c4,,,,,0,
467,1,1257,3417,1268,3433,2347,6381,2369,6413,r5c2,,,,,0,
513,1½,2079,3419,2103,3436,3884,6385,3928,6416,r6c3,,,,,0,
514,1,2111,3419,2125,3434,3943,6386,3968,6414,r6c3,,,,,0,
563,SEE,3365,3419,3396,3493,6284,6386,6343,6524,r6c5,,,,,0,
500,9,1924,3423,1959,3468,3594,6393,3659,6477,r6c3,,,,,0,
493,309,2139,3428,2155,3473,3996,6402,4024,6487,r6c3,,,,,0,
477,W.Ho.,1306,3432,1362,3452,2439,6411,2544,6448,r6c2,,,,,0,
503,1/2,2109,3434,2124,3447,3938,6414,3967,6438,r5c3,,,,,0,
469,Dm.9,2060,3435,2106,3452,3848,6415,3934,6448,r6c3,,,,,0,
430,X,1983,3448,1994,3458,3704,6439,3725,6458,r6c3,,,,,0,
398,X,2092,3462,2100,3472,3907,6467,3923,6484,r6c3,,,,,0,
392,X,2112,3463,2121,3473,3944,6468,3961,6487,r6c3,,,,,0,
380,Vac.,2978,3471,3018,3490,5563,6482,5636,6518,r6c5,,,,,0,
360,11/3,1512,3479,1531,3518,2823,6497,2859,6571,r6c2,,,,,0,
353,B.,3043,3482,3061,3505,5683,6504,5716,6546,r6c5,,,,,0,
349,THANK.,2021,3483,2060,3497,3775,6505,3848,6531,r6c3,,,,,0,
340,TANK,1336,3489,1371,3503,2495,6517,2561,6543,r6c2,,,,,0,
311,UW.RP.,1340,3500,1384,3514,2504,6537,2585,6563,r6c2,,,,,0,
267,x,3006,3516,3017,3527,5614,6567,5634,6587,r6c5,,,,,0,
268,x,3023,3516,3033,3525,5646,6567,5664,6584,r6c5,,,,,0,
257,312,2367,3521,2385,3562,4421,6576,4454,6653,r6c4,,,,,0,
252,TANK,1878,3522,1913,3534,3508,6577,3573,6600,r6c3,,,,,0,
253,THANK.,2008,3522,2046,3535,3750,6577,3822,6601,r6c3,,,,,0,
407,PIER Nº.,1205,3527,1228,3647,2250,6587,2293,6811,r6c2,,,,,0,
281,HOTEL,1794,3531,1835,3550,3350,6594,3428,6630,r6c3,,,,,0,
217,X,2120,3537,2129,3547,3960,6606,3977,6624,r6c3,,,,,0,
282,RIMS.,1793,3545,1832,3565,3349,6620,3422,6657,r6c3,,,,,0,
177,x,1493,3551,1501,3559,2789,6632,2803,6647,r6c2,,,,,0,
270,X,1798,3571,1810,3581,3357,6669,3380,6689,r6c3,,,,,0,
574,x,1784,3573,1792,3581,3333,6673,3347,6688,r6c2,,,,,0,
69,CAST.,2969,3625,3014,3643,5545,6771,5630,6804,r6c5,,,,,0,
188,301,2141,3628,2161,3674,3999,6775,4036,6861,r6c3,,,,,0,
110,9/2,1334,3640,1351,3681,2491,6798,2524,6874,r6c2,,,,,0,
11,2½,1971,3669,1993,3686,3682,6852,3723,6884,r6c3,,,,,0,
25,X,2047,3674,2057,3684,3824,6863,3842,6880,r6c3,,,,,0,
75,80',3120,3691,3173,3731,5827,6894,5927,6969,r6c5,,,,,0,
15,2.,3016,3694,3036,3714,5633,6900,5670,6936,r6c5,,,,,0,
178,311,2371,3696,2389,3732,4428,6903,4462,6970,r6c4,,,,,0,
277,0,1258,3713,1268,3724,2349,6934,2369,6956,r6c2,,,,,0,
162,HOTEL COLLINS.,1841,3714,2081,3742,3439,6936,3887,6989,r6c3,,,,,0,
234,x,2885,3717,2895,3727,5389,6943,5408,6962,r6c5,,,,,0,
42,Dmg.,2990,3717,3042,3743,5584,6941,5682,6990,r6c5,,,,,0,
7,A.,3046,3728,3066,3750,5689,6963,5726,7005,r6c5,,,,,0,
504,80',2233,3735,2285,3765,4171,6976,4268,7032,r6c3,,,,,0,
29,X,1930,3740,1944,3753,3606,6986,3630,7009,r6c3,,,,,0,
16,x,3026,3754,3036,3765,5652,7012,5670,7032,r6c5,,,,,0,
184,2½,1831,3763,1857,3780,3419,7027,3468,7059,r6c3,,,,,0,
35,X,1964,3770,1979,3783,3669,7040,3696,7065,r6c3,,,,,0,
292,20.,2863,3780,2896,3799,5347,7060,5409,7095,r6c5,,,,,0,
322,19,2720,3782,2747,3801,5080,7063,5131,7099,r6c4,,,,,0,
47,18,2588,3784,2612,3802,4834,7068,4878,7101,r6c4,,,,,0,
51,17,2472,3786,2500,3804,4617,7072,4669,7105,r6c4,,,,,0,
379,U.H.,1754,3790,1790,3807,3276,7079,3343,7111,r6c3,,,,,0,
61,16,2024,3792,2049,3808,3781,7082,3826,7112,r6c3,,,,,0,
164,16,1840,3793,1865,3810,3436,7083,3484,7116,r6c3,,,,,0,
409,Map Division,3222,3799,3323,3818,6017,7095,6207,7131,r6c5,,,,,0,
542,Scale of Feet.,614,3827,810,3853,1146,7148,1512,7197,r6c1,,,,,0,
494,Library of Congress,3195,3846,3353,3866,5967,7184,6263,7221,r6c5,,,,,0,
240,WHITING,1884,3852,2121,3897,3519,7194,3961,7278,r6c3,,,,,0,
179,100,853,3859,880,3874,1594,7208,1644,7235,r6c1,,,,,0,
176,150,1008,3859,1035,3873,1882,7207,1934,7234,r6c1,,,,,0,
339,50,698,3860,720,3874,1304,7210,1344,7235,r6c1,,,,,0,
210,0,547,3862,558,3874,1021,7213,1043,7235,r6c0,,,,,0,
183,50,388,3863,409,3876,724,7214,763,7238,r6c0,,,,,0,
213,10,516,3874,529,3886,964,7235,988,7257,r6c0,,,,,0,
211,30,451,3875,468,3886,842,7237,874,7257,r6c0,,,,,0,
212,20,482,3875,498,3886,901,7237,929,7257,r6c0,,,,,0,
216,40,420,3876,436,3887,785,7240,815,7260,r6c0,,,,,0,
348,80',2986,3886,3020,3939,5577,7258,5640,7357,r6c5,,,,,0,
363,80',1864,3893,1892,3946,3481,7271,3534,7370,r6c3,,,,,0,
517,H.R.G.,3327,3949,3364,3988,6214,7376,6283,7448,r6c5,,,,,0,
550,5.10.89.,3332,3953,3384,4002,6224,7383,6320,7474,r6c5,,,,,0,
527,2024,1649,3964,1666,4010,3080,7403,3112,7489,r6c2,,,,,0,
512,Vac.,1675,3984,1713,4005,3129,7441,3199,7481,r6c2,,,,,0,
497,e,2796,3986,2812,3998,5222,7445,5253,7468,r6c4,,,,,0,
501,r,2745,3988,2763,4001,5126,7449,5161,7472,r6c4,,,,,0,
533,A,1972,3989,2009,4013,3683,7451,3752,7495,r6c3,,,,,0,
508,s,2616,3989,2633,4004,4885,7451,4917,7478,r6c4,,,,,0,
523,x,2391,3991,2419,4008,4466,7453,4518,7485,r6c4,,,,,0,
509,n,2679,3991,2701,4004,5004,7453,5045,7478,r6c4,,,,,0,
515,o,2555,3992,2574,4005,4772,7455,4808,7481,r6c4,,,,,0,
528,0,2048,3993,2065,4010,3825,7458,3857,7489,r6c3,,,,,0,
535,p,2481,3993,2507,4014,4633,7458,4682,7497,r6c4,,,,,0,
525,e,2332,3995,2350,4009,4356,7461,4389,7488,r6c4,,,,,0,
540,x,1676,4007,1686,4016,3130,7484,3149,7501,r6c2,,,,,0,
,SHEET,2170,57,2291,89,4052,106,4279,166,r0c4,561,,,,0,
,SEE,1684,63,1753,92,3145,118,3274,172,r0c3,558,,,,0,
668,T,2884,146,2916,195,5386,273,5446,364,r0c4,370,1,,,0,
,PLATFORM.,1103,230,1127,401,2060,430,2105,749,r0c2,289,,,,0,
625,M,1784,246,1825,287,3331,459,3409,536,r0c2,312,1,,,0,
,20.,2857,372,2891,392,5336,696,5399,732,r0c4,310,,,,0,
388,16,1749,389,1774,406,3267,726,3313,757,r0c3,551,1,,,0,
593,TO BE BUILT.,572,409,595,569,1069,765,1112,1063,r0c1,663,1,,,0,
,80',2200,429,2253,456,4109,800,4208,852,r0c4,415,,,,0,
638,Ho.,1619,465,1669,495,3023,869,3118,924,r0c3,302,1,,,0,
,"6"" W.P.",1261,515,1286,598,2356,961,2401,1116,r0c1,313,,,,0,
488,2,1730,518,1742,531,3231,967,3254,991,r0c2,437,,,,0,1
,1,1666,534,1675,546,3112,997,3128,1020,r0c3,318,,,,0,
,x,1683,538,1692,549,3144,1004,3161,1026,r0c3,361,,,,0,
,Freight M.Ho.,1142,548,1173,731,2133,1024,2191,1366,r0c1,585,,,,0,
670,Freight W.Ho,1144,555,1173,729,2136,1037,2191,1361,r1c1,585,,,,0,1
673,Ho,1145,555,1170,603,2139,1037,2185,1125,r1c2,585,1,,,0,
671,"6""",1266,555,1287,599,2364,1037,2404,1118,r1c1,313,1,,,0,
,2,2885,569,2904,587,5389,1063,5423,1096,r0c4,278,,,,0,
,2,2886,569,2900,584,5391,1062,5416,1091,r1c5,278,,,,0,
,2,2887,570,2901,584,5392,1065,5417,1091,r1c4,278,,,,0,
,2,2913,570,2925,583,5441,1064,5462,1088,r1c5,271,,,,0,
,1,2752,572,2763,587,5140,1069,5160,1096,r0c5,354,,,,0,
,1,2752,572,2763,586,5141,1068,5161,1094,r1c4,354,,,,0,
,1,2752,572,2762,586,5140,1068,5158,1094,r1c5,354,,,,0,
,SCOTLAND,2798,578,2915,604,5225,1079,5445,1127,r0c4,451,,,,0,
,SCOTLAND,2798,580,2915,603,5226,1082,5445,1125,r1c5,451,,,,0,
,SCOTLAND,2798,580,2914,603,5227,1082,5442,1125,r1c4,451,,,,0,
596,TANK,1985,587,2030,601,3707,1097,3792,1123,r1c3,326,1,,,0,
,S.F.R.R.Dock.,564,596,597,852,1053,1114,1115,1592,r1c1,587,,,,0,
664,R.R.DOCK.,562,597,595,768,1050,1115,1111,1434,r0c1,587,1,,,0,
,HO.,2832,604,2867,623,5289,1128,5355,1164,r1c5,371,,,,0,
,HO.,2831,605,2868,625,5287,1130,5357,1168,r0c4,371,,,,0,
,HO.,2832,605,2868,624,5288,1130,5357,1166,r1c4,371,,,,0,
,x,1649,609,1658,617,3080,1137,3096,1153,r1c2,364,,,,0,
,x,1649,610,1659,617,3081,1138,3099,1153,r1c3,364,,,,0,
,x,1651,611,1659,619,3083,1140,3099,1156,r0c3,364,,,,0,
,x,1190,620,1201,631,2222,1158,2243,1179,r1c2,438,,,,0,
,X,2752,624,2763,636,5140,1166,5160,1187,r1c5,547,,,,0,
,x,2752,625,2763,636,5140,1168,5160,1188,r0c5,547,,,,0,
544,Freight,1145,632,1173,730,2138,1180,2191,1364,r1c2,585,1,,,0,
,KITCHEN.,1588,634,1654,649,2965,1184,3089,1213,r1c2,436,,,,0,
675,CHEN,1611,635,1650,648,3009,1186,3082,1210,r1c3,436,1,,,0,
665,TCHEN,1611,636,1652,648,3009,1188,3086,1211,r0c3,436,1,,,0,
,1,2330,643,2337,655,4352,1202,4365,1223,r1c4,450,,,,0,
666,25,2358,644,2379,659,4404,1202,4443,1231,r0c3,473,,,,0,1
,1,2331,645,2338,657,4354,1205,4367,1226,r0c3,450,,,,0,
,2½,2358,646,2381,663,4403,1206,4448,1237,r1c4,473,,,,0,
,X,2890,646,2899,655,5398,1206,5415,1223,r1c5,452,,,,0,
,x,2892,646,2904,655,5402,1206,5423,1223,r1c4,452,,,,0,
,X,2916,646,2925,655,5446,1206,5464,1223,r1c5,449,,,,0,
,x,1649,656,1659,665,3080,1224,3099,1242,r1c2,480,,,,0,
,x,1649,656,1659,666,3081,1226,3099,1245,r1c3,480,,,,0,
,x,1649,657,1659,667,3081,1228,3099,1246,r0c3,480,,,,0,
,CENTRAL HO.,2355,660,2492,682,4399,1232,4654,1274,r0c4,470,,,,0,
598,302,2331,677,2348,717,4353,1265,4386,1338,r0c3,431,,,,0,1
,1,2541,688,2552,703,4746,1285,4766,1314,r0c4,399,,,,0,
,1,2494,690,2506,705,4659,1288,4680,1317,r0c4,393,,,,0,
,3,2679,700,2722,745,5004,1308,5085,1391,r0c4,372,,,,0,
,3,2685,700,2722,743,5015,1307,5084,1388,r0c5,372,,,,0,
,3,2685,700,2722,743,5015,1308,5084,1388,r1c5,372,,,,0,
,309,2105,707,2123,754,3931,1321,3966,1409,r0c3,355,,,,0,
,321½,2597,708,2643,725,4849,1322,4937,1354,r0c4,350,,,,0,
,x,1450,716,1461,727,2709,1337,2729,1357,r0c2,341,,,,0,
,2,1762,716,1804,759,3291,1338,3369,1418,r1c2,356,,,,0,
,2,1762,716,1804,760,3291,1337,3369,1420,r0c3,356,,,,0,
,2,1763,717,1804,760,3293,1338,3369,1420,r0c2,356,,,,0,
586,1,2494,719,2506,730,4659,1343,4680,1364,r0c4,333,,,,0,1
591,1,2541,720,2551,731,4746,1344,4765,1366,r0c4,329,,,,0,1
,x,2360,724,2372,734,4407,1353,4430,1371,r0c3,323,,,,0,
,x,2369,724,2375,733,4425,1352,4436,1369,r1c3,323,,,,0,
,x,2341,725,2344,733,4371,1355,4379,1369,r1c3,316,,,,0,
611,2,2974,726,2989,743,5554,1355,5583,1388,r0c5,317,,,,0,1
,x,2331,727,2341,736,4354,1357,4373,1374,r0c3,316,,,,0,
,1,2587,737,2597,751,4831,1376,4851,1403,r0c4,279,,,,0,
263,W.Ho,2599,745,2638,764,4854,1392,4927,1427,r1c4,646,1,,,0,
669,Gro,2942,747,2987,768,5494,1396,5578,1434,r0c5,262,1,,,0,
,X,2695,822,2706,833,5033,1536,5053,1556,r1c5,206,,,,0,
572,2,2736,858,2747,871,5111,1603,5131,1628,r1c5,330,1,,,0,
600,x,2334,874,2348,908,4360,1633,4386,1695,r1c3,272,,,,0,1
464,2,2793,884,2807,899,5216,1652,5243,1679,r1c5,481,1,,,0,
,STAGE,2735,904,2750,951,5108,1689,5137,1775,r1c5,334,,,,0,
548,2 Con Tec.,2765,1023,2847,1048,5165,1912,5317,1957,r1c4,539,,,,0,1
,2,1080,1026,1093,1041,2017,1916,2042,1945,r1c2,214,,,,0,
,0,1173,1030,1182,1041,2191,1923,2207,1945,r1c2,424,,,,0,
588,10'7,1112,1044,1152,1067,2076,1950,2152,1993,r1c2,358,,,,0,1
,D.H.,2151,1053,2186,1070,4018,1967,4083,1998,r1c4,258,,,,0,
,B.,2791,1058,2814,1073,5212,1976,5255,2005,r1c4,468,,,,0,
,1,2766,1068,2775,1080,5167,1995,5183,2018,r1c5,381,,,,0,
,103,1689,1070,1727,1085,3155,1998,3225,2026,r1c3,443,,,,0,
,WOODEN BRIDGE.,309,1121,584,1149,577,2093,1090,2146,r2c0,303,,,,0,
,GE.,537,1126,584,1149,1003,2103,1090,2146,r2c1,652,,,,0,
652,GE.,540,1126,583,1147,1009,2104,1089,2142,r1c1,303,1,,,0,
655,"S""W.P",1784,1133,1840,1150,3331,2116,3436,2149,r2c2,315,,,,0,1
615,S*W.P.,1782,1134,1841,1152,3329,2117,3439,2152,r2c3,315,,,,0,1
656,"8"" W.P.",1784,1134,1841,1153,3331,2118,3439,2154,r1c2,315,,,,0,1
,LAFAYETTE,1722,1164,2035,1210,3217,2175,3801,2261,r2c3,447,,,,0,
674,LAFA,1722,1166,1842,1210,3216,2178,3440,2260,r1c2,447,1,,,0,
,LAFA,1722,1167,1842,1210,3216,2179,3440,2261,r2c2,674,,,,0,
624,STEAM STREET Ry.,2166,1212,2373,1235,4045,2263,4432,2306,r1c4,642,1,,,0,
,STEAM STREET RY.,2165,1215,2373,1233,4043,2269,4432,2304,r2c4,624,,,,0,
,TAMPA STEAM STREET RY.,2077,1216,2372,1233,3879,2271,4430,2304,r2c3,642,,,,0,
575,DH.,1217,1258,1253,1274,2274,2350,2340,2379,r1c1,373,,,,0,1
,D.H.,1218,1258,1251,1274,2274,2350,2336,2379,r1c2,373,,,,0,
,D.H.,1217,1259,1253,1275,2274,2351,2340,2381,r2c1,373,,,,0,
,D.H.,3061,1265,3092,1281,5716,2363,5775,2392,r1c5,347,,,,0,
,"8""",2350,1273,2368,1285,4389,2378,4423,2399,r1c4,324,,,,0,
582,"8""",2679,1273,2694,1283,5003,2378,5032,2396,r1c4,331,,,,0,1
,"8""",2567,1275,2583,1286,4795,2382,4825,2402,r1c4,328,,,,0,
,119,2827,1276,2858,1293,5280,2384,5339,2414,r2c4,382,,,,0,
,119,2827,1276,2858,1292,5280,2383,5337,2412,r1c5,382,,,,0,
,"8""",2465,1277,2481,1288,4604,2385,4634,2406,r1c4,319,,,,0,
601,118,2827,1277,2857,1292,5280,2385,5336,2414,r1c4,382,,,,0,1
,117,2643,1283,2673,1296,4937,2396,4991,2421,r1c4,308,,,,0,
,112,2381,1285,2408,1298,4446,2401,4497,2425,r1c4,294,,,,0,
612,114,2489,1285,2520,1298,4649,2399,4706,2425,r1c4,296,,,,0,1
613,115,2535,1285,2563,1298,4735,2399,4786,2425,r1c4,299,,,,0,1
,116,2587,1285,2616,1298,4832,2399,4885,2425,r1c4,305,,,,0,
